key,item,english,translation,notes
cr_whats_new_1_1_0,14,"Parcel tracking covers fifteen more carriers, including PostNord, InPost, Swiss Post, An Post, Budbee, Sameday and Nova Post, each with its own logo.","Pakkettracking omvat nog eens vijftien vervoerders, waaronder PostNord, InPost, Swiss Post, An Post, Budbee, Sameday en Nova Post, elk met een eigen logo.",
cr_whats_new_1_1_0,15,"A Valetudo robot vacuum picks up its live map automatically when your rooms are imported, rather than needing the camera chosen by hand.","Een Valetudo robotstofzuiger pikt zijn live-kaart automatisch op wanneer uw kamers worden geïmporteerd, in plaats van dat hij de handmatig gekozen camera nodig heeft.",don't translate Valetudo
cr_whats_new_1_0_1,1,"Swiping between tabs now follows your finger. The pages move as you drag, you can change your mind mid-swipe and pull them back, and they settle where you let go. Previously the change was decided the moment you had dragged far enough and could not be taken back, while the animation that played afterwards was on its own timer and unrelated to the gesture — so the app committed to a page before your finger had finished asking for one.","Vegen tussen tabbladen volgt nu uw vinger. De pagina's bewegen terwijl u sleept, u kunt tijdens het vegen van gedachten veranderen en ze terugtrekken, en ze blijven hangen waar u ze loslaat. Voorheen werd de wijziging besloten op het moment dat je ver genoeg had gesleept en niet kon worden teruggenomen, terwijl de animatie die daarna werd afgespeeld een eigen timer had en geen verband hield met het gebaar - dus de app legde zich vast aan een pagina voordat je vinger erom had gevraagd.",
cr_whats_new_1_0_1,2,"The bottom bar now keeps the selected tab in view. On a phone too narrow for every tab it scrolls the active one to the centre, so the tab you are on is always visible along with its neighbours — which is also the hint that there are more pages to swipe to. Reaching the last tab used to leave the indicator somewhere off the end of the bar.","De onderste balk houdt nu het geselecteerde tabblad in beeld. Op een telefoon die te smal is voor elk tabblad, schuift hij het actieve tabblad naar het midden, zodat het tabblad waarop je je bevindt altijd zichtbaar is, samen met de buren - wat ook de hint is dat er meer pagina's zijn om naartoe te vegen. Als u het laatste tabblad bereikt, blijft de indicator ergens aan het einde van de balk achter.",
cr_whats_new_1_0_1,3,"Swiping between rooms shows how many rooms there are and which one you are on, as dots above the navigation bar — or as a count once there are more than eight. Room swiping also stops at the last room instead of wrapping around to the first, matching how the tabs behave. Rooms an admin has hidden are now skipped by the swipe rather than only blocked when opened.","Als u tussen kamers veegt, ziet u hoeveel kamers er zijn en in welke u zich bevindt, als stippen boven de navigatiebalk - of als telling zodra er meer dan acht zijn. Het vegen van kamers stopt ook bij de laatste kamer in plaats van rond te gaan naar de eerste, passend bij hoe de tabbladen zich gedragen. Kamers die een beheerder heeft verborgen, worden nu overgeslagen door te swipen in plaats van alleen te blokkeren wanneer ze worden geopend.",
cr_whats_new_1_0_1,4,"The pull-down header menu animates to wherever you let it go, instead of jumping open or shut in a single frame. It settles by which half you released it in, a quick flick opens it without a full-length drag, and it can be caught and dragged again mid-animation. It also no longer stops dead partway when pulled a long way but not quite far enough.","Het vervolgkeuzemenu met koptekst beweegt naar waar je het ook maar laat gaan, in plaats van in één frame open of dicht te springen. Het bepaalt met welke helft je het hebt losgelaten, een snelle beweging opent het zonder te slepen over de volledige lengte, en het kan midden in de animatie worden opgevangen en opnieuw worden gesleept. Hij stopt ook niet langer halverwege als hij ver wordt getrokken, maar niet helemaal ver genoeg.",
cr_whats_new_1_0_1,5,"Settings remembers where you were. Coming back from a sub-menu returns to the place in the list you left rather than to the top, which was most noticeable on the long way down to About and Licenses. The page settings dialog had the opposite problem — one scroll position carried across unrelated sub-menus — and that is fixed too.","Instellingen onthoudt waar u was. Als u terugkeert vanuit een submenu, keert u terug naar de plaats in de lijst waar u was gebleven in plaats van naar de top, wat het meest opviel op de lange weg naar Over en Licenties. Het dialoogvenster met pagina-instellingen had het tegenovergestelde probleem: één schuifpositie die door niet-gerelateerde submenu's werd overgedragen, en dat is ook opgelost.",
cr_whats_new_1_0_1,6,"The notification panel now has a button in the pull-down header menu, so the left-edge swipe is no longer the only way to reach it. That let the strip of screen edge reserved for the swipe shrink from 200dp to 88dp: the reserved strip is where Android's own back gesture stops working, and it had been covering the exact corner where the back arrow sits.","Het meldingenpaneel heeft nu een knop in het vervolgkeuzemenu, zodat een veegbeweging naar de linkerrand niet langer de enige manier is om deze te bereiken. Daardoor werd de strook schermrand die gereserveerd was voor het vegen kleiner van 200 dp naar 88 dp: de gereserveerde strook is waar Androids eigen teruggebaar niet meer werkt, en het bedekte precies de hoek waar de pijl terug zit.",
cr_whats_new_1_0_1,7,"Fixed the app closing instead of the notification panel when back was pressed during the panel's opening animation. Back is also defined for the tabs now — it returns to the first tab before leaving the app, rather than exiting from wherever you happened to have swiped to.","Een probleem opgelost waarbij de app werd gesloten in plaats van het meldingenpaneel wanneer op de rug werd gedrukt tijdens de openingsanimatie van het paneel. Terug is nu ook gedefinieerd voor de tabbladen: het keert terug naar het eerste tabblad voordat het de app verlaat, in plaats van af te sluiten waar je toevallig naartoe hebt geveegd.",
cr_whats_new_1_0_1,8,"The home switcher panel follows Android's predictive back gesture, sliding out with your finger and springing back if you change your mind.","Het thuisschakelpaneel volgt het voorspellende teruggebaar van Android, schuift met uw vinger naar buiten en springt terug als u van gedachten verandert.",
cr_whats_new_1_0_1,9,"Four more languages: Norwegian, Swedish, Finnish and Arabic. Arabic lays the whole app out right to left — the navigation bar, the panels that slide in from the screen edge, and the swipe that moves between tabs all mirror, rather than only the text changing direction. Product names such as Home Assistant stay in Latin script wherever they appear.","Nog vier talen: Noors, Zweeds, Fins en Arabisch. Arabisch legt de hele app van rechts naar links: de navigatiebalk, de panelen die vanaf de schermrand naar binnen schuiven en de veegbeweging die tussen tabbladen beweegt, zijn allemaal gespiegeld, in plaats van dat alleen de tekst van richting verandert. Productnamen zoals Home Assistant blijven in het Latijnse schrift, waar ze ook voorkomen.",don't translate Home Assistant
cr_whats_new_1_0_1,10,"Swiping between rooms is much smoother. A room screen is by far the heaviest page in the app, and the next one was being built during the first frames of the swipe — precisely when there was no time for it. It is now prepared while nothing is moving, and live sensor updates wait for the swipe to finish instead of redrawing every open page mid-gesture.","Vegen tussen kamers gaat veel soepeler. Een kamerscherm is veruit de zwaarste pagina in de app, en de volgende werd gebouwd tijdens de eerste frames van de swipe – precies toen er geen tijd voor was. Het wordt nu voorbereid terwijl er niets beweegt, en live sensorupdates wachten tot het vegen is voltooid in plaats van elke geopende pagina midden in het gebaar opnieuw te tekenen.",
cr_whats_new_1_0_1,11,"The notification panel and the home switcher are dragged rather than flicked open, following your finger and settling where you let go. They close the same way: push them back towards the edge they came from. Tapping the panel itself no longer closes it, which it used to do anywhere you touched that was not a button.","Het meldingenpaneel en de thuisschakelaar worden gesleept in plaats van opengeklapt, waarbij uw vinger wordt gevolgd en wordt bepaald waar u loslaat. Ze sluiten op dezelfde manier: duw ze terug naar de rand waar ze vandaan kwamen. Als u op het paneel zelf tikt, wordt het niet langer gesloten, wat voorheen overal gebeurde waar u aanraakte en geen knop was.",
cr_whats_new_1_0_1,12,"A horizontal row inside a page — a mode selector, a swipe row, a swiping stack — no longer hands the rest of the gesture to the page once it reaches its end. Picking the first or last item in such a row used to flip the whole page instead.","Een horizontale rij binnen een pagina – een moduskiezer, een veegrij, een veegstapel – geeft niet langer de rest van het gebaar door aan de pagina zodra deze het einde bereikt. Als u het eerste of het laatste item in zo'n rij koos, werd de hele pagina omgeslagen.",
cr_whats_new_1_0_1,13,"Dialogs with tabs show how many there are and which one you are on, and a sideways swipe anywhere on the dialog changes tab. The swipe used to be written off as a scroll whenever it set off with the slight downward arc a thumb naturally makes, which made it feel like it worked only sometimes.","Dialogen met tabbladen laten zien hoeveel er zijn en op welke u zich bevindt, en een zijwaartse veegbeweging ergens in het dialoogvenster verandert van tabblad. Vroeger werd de veegbeweging afgeschreven als een scroll wanneer deze begon met de lichte neerwaartse boog die een duim van nature maakt, waardoor het voelde alsof het maar af en toe werkte.",
cr_whats_new_1_0_1,14,"Demo mode no longer talks to the network. Twenty-six requests — the whole HKI 7 Cloud surface plus the event timeline, camera snapshots and vacuum maps — were still being attempted against a server that does not exist, and one of them retried every three seconds for the entire session, filling the connection log with failures. Restarting Home Assistant in the demo is now simulated in a few seconds rather than showing ""restarting"" for two minutes and giving up.","De demomodus praat niet meer met het netwerk. Zesentwintig verzoeken – het hele HKI 7 Cloud-oppervlak plus de tijdlijn van de gebeurtenissen, camera-snapshots en vacuümkaarten – werden nog steeds geprobeerd tegen een server die niet bestaat, en één daarvan probeerde de hele sessie elke drie seconden opnieuw, waardoor het verbindingslogboek vol stond met mislukkingen. Het herstarten van Home Assistant in de demo wordt nu binnen een paar seconden gesimuleerd in plaats van twee minuten lang ""herstarten"" en opgeven te tonen.","don't translate HKI 7 Cloud, Home Assistant"
cr_whats_new_1_0_0,1,"New Events tab in the notification drawer: a timeline of what your home has actually been doing. The front door opening, a light going off, someone arriving home — each with the time and, where Home Assistant knows, who did it. An admin picks which entities appear under Settings › Family Sharing › Events, once for the whole family rather than on every phone. It reads Home Assistant's own logbook rather than recording anything on the device, so it still shows what happened overnight while the app was closed, and it opens on the last 3 hours — a timeline answers what just happened — with 6h to 72h a tap away. Events never touch the notification bell's unread count: a timeline of doors opening would leave that badge permanently lit and mean nothing. Requires HKI 7 Cloud 0.9.0.*","Nieuw tabblad Gebeurtenissen in de meldingenlade: een tijdlijn van wat uw huis daadwerkelijk heeft gedaan. De voordeur gaat open, het licht gaat uit, iemand komt thuis – elk met de tijd en, voor zover Home Assistant weet, wie het heeft gedaan. Een beheerder kiest welke entiteiten verschijnen onder Instellingen ›Delen met gezin › Evenementen, één keer voor het hele gezin in plaats van op elke telefoon. Het leest het eigen logboek van Home Assistant in plaats van iets op het apparaat op te nemen, zodat het nog steeds laat zien wat er 's nachts is gebeurd terwijl de app was gesloten, en het wordt geopend in de afgelopen 3 uur (een tijdlijn geeft antwoord op wat er net is gebeurd) met 6 uur tot 72 uur een tik verwijderd. Gebeurtenissen bereiken nooit het ongelezen aantal van de meldingsbel: een tijdlijn met geopende deuren zou die badge permanent verlicht laten en niets betekenen. Vereist HKI 7 Cloud 0.9.0.*","don't translate HKI 7 Cloud, Home Assistant"
cr_whats_new_1_0_0,2,"An admin can take parts of the timeline away from individual family members — a whole domain, or named entities — from the same Events tab. Everyone sees the full timeline unless something is taken out for them, so adding a person to the family does not mean building their timeline from scratch. The filtering happens in the HKI 7 Cloud component rather than in the app, so a restricted device is never even told which entities it is being kept away from. As with hidden views and rooms, this hides the timeline rather than the entities: Home Assistant has no per-entity read permission for non-admin accounts, so anyone signed in can still read those entities through Home Assistant itself.*","Een beheerder kan delen van de tijdlijn wegnemen van individuele gezinsleden (een heel domein of benoemde entiteiten) vanaf hetzelfde tabblad Gebeurtenissen. Iedereen ziet de volledige tijdlijn, tenzij er iets voor hen wordt uitgenomen, dus het toevoegen van een persoon aan de familie betekent niet dat ze hun tijdlijn helemaal opnieuw moeten opbouwen. Het filteren gebeurt in de HKI 7 Cloud-component in plaats van in de app, dus een beperkt apparaat krijgt nooit te horen van welke entiteiten het wordt weggehouden. Net als bij verborgen weergaven en kamers verbergt dit de tijdlijn in plaats van de entiteiten: Home Assistant heeft geen leesrechten per entiteit voor niet-beheerdersaccounts, dus iedereen die is ingelogd kan die entiteiten nog steeds lezen via Home Assistant zelf.*","don't translate HKI 7 Cloud, Home Assistant"
cr_whats_new_1_0_0,3,"The event roster takes whole domains as well as named entities, so ""every lock"" is one choice rather than eleven. Domains are resolved fresh each time the timeline opens, so a lock added next month joins on its own instead of the roster meaning whatever existed the day it was set. The editor shows what each domain currently covers, since one domain can be hundreds of entities. Requires HKI 7 Cloud 0.10.0.*","Het gebeurtenisrooster bevat zowel hele domeinen als benoemde entiteiten, dus 'elke vergrendeling' is één keuze in plaats van elf. Domeinen worden elke keer dat de tijdlijn wordt geopend opnieuw opgelost, dus een slot dat volgende maand wordt toegevoegd, wordt automatisch toegevoegd in plaats van aan het rooster, wat betekent wat er ook bestond op de dag dat het werd ingesteld. De editor laat zien wat elk domein momenteel omvat, aangezien één domein uit honderden entiteiten kan bestaan. Vereist HKI 7 Cloud 0.10.0.*",don't translate HKI 7 Cloud
cr_whats_new_1_0_0,4,"Events are labelled and filterable by what kind of thing they happened to — Doors, Windows, Motion, Lights, Locks. The filter row is built from what your timeline actually contains, so you are never offered a filter that can only come back empty. Days stay as the list headings: a timeline that reorders itself by category stops being a timeline.","Gebeurtenissen worden gelabeld en gefilterd op basis van wat er is gebeurd: deuren, ramen, beweging, verlichting, sloten. De filterrij is opgebouwd uit wat je tijdlijn daadwerkelijk bevat, je krijgt dus nooit een filter aangeboden dat alleen maar leeg terug kan komen. Dagen blijven staan als lijstkoppen: een tijdlijn die zichzelf opnieuw ordent op categorie is niet langer een tijdlijn.",
cr_whats_new_1_0_0,5,"Weather artwork now animates in the daily forecast, the hourly strip and the header pill, not only on the hero card. Animation was previously switched off below a fixed size, which caught all three.","Weerillustraties worden nu geanimeerd in de dagelijkse voorspelling, de uurstrook en de koppil, niet alleen op de heldenkaart. Animatie werd eerder uitgeschakeld onder een vast formaat, waardoor ze alle drie opvielen.",
cr_whats_new_1_0_0,6,"Where weather artwork animates is now four separate switches — header pill, weather dialog, forecast strips, weather widget — instead of riding on the entity icon animation setting. The forecast strips animate a dozen icons side by side and are the only ones that ever cost anything noticeable, so turning those off need not mean losing the single small icon in the header pill. All four are on by default, and appear both in Settings › Appearance › Icons and in the header pill's own settings.","Waar weerkunstwerken nu worden geanimeerd, zijn er nu vier afzonderlijke schakelaars - headerpil, weerdialoog, voorspellingsstroken, weerwidget - in plaats van te rijden op de animatie-instelling van het entiteitspictogram. De voorspellingsstrips animeren een tiental pictogrammen naast elkaar en zijn de enige die ooit iets merkbaars hebben gekost, dus het uitschakelen ervan hoeft niet te betekenen dat het enkele kleine pictogram in de headerpil verloren gaat. Alle vier zijn standaard ingeschakeld en verschijnen zowel in Instellingen › Uiterlijk › Pictogrammen als in de eigen instellingen van de headerpil.",
cr_whats_new_1_0_0,7,"The 6h/12h/24h/48h/72h range selector is centred rather than left-aligned everywhere it appears, and gains a 3h option.","De bereikkiezer voor 6 uur/12 uur/24 uur/48 uur/72 uur is overal gecentreerd in plaats van links uitgelijnd, en krijgt een optie van 3 uur.",
cr_whats_new_1_0_0,8,"New Connection log at the bottom of Settings › Connection: what the app's connection has actually been doing — connection attempts, reconnects, sync and subscriptions — with buttons to copy or clear it. All of this was already being recorded; nothing displayed it. It holds the last 300 lines and starts empty each launch.","Nieuw verbindingslogboek onderaan Instellingen › Verbinding: wat de verbinding van de app feitelijk heeft gedaan (verbindingspogingen, opnieuw verbinden, synchroniseren en abonnementen) met knoppen om deze te kopiëren of te wissen. Dit alles werd al opgenomen; niets liet het zien. Het bevat de laatste 300 regels en begint elke lancering leeg.",
cr_whats_new_1_0_0,9,"A button stack's layout options are now named the same as a single button's. The same shape was called Tile on a button and Compact on a stack, which made them look like different features.","De lay-outopties van een knoppenstapel hebben nu dezelfde naam als die van een enkele knop. Dezelfde vorm werd Tile on a button en Compact on a stack genoemd, waardoor ze op verschillende kenmerken leken.",
cr_whats_new_1_0_0,10,"New Centered button layout beside Standard, Square and Tile: a square card whose icon sits in the middle of the space above the text, with the name and state centred beneath it. The icon is pushed upward rather than crowded as the text grows. A grid of these reads as a keypad, which is what makes a remote control possible.","Nieuwe gecentreerde knopindeling naast Standaard, Vierkant en Tegel: een vierkante kaart waarvan het pictogram in het midden van de ruimte boven de tekst staat, met de naam en staat eronder gecentreerd. Het pictogram wordt naar boven geduwd in plaats van te vol naarmate de tekst groter wordt. Een raster hiervan leest als een toetsenbord, wat een afstandsbediening mogelijk maakt.",
cr_whats_new_1_0_0,11,"A button's icon, name and state are each shown or hidden on their own, under a new Elements section in its settings. The old Icon only switch is gone — hiding both the name and state is what it did, and these also let you keep one of them. Existing icon-only buttons keep working.","Het pictogram, de naam en de status van een knop worden elk afzonderlijk weergegeven of verborgen, onder een nieuwe sectie Elementen in de instellingen. De oude schakelaar voor alleen het pictogram is verdwenen; zowel de naam als de status werden verborgen, en hiermee kun je er ook één behouden. Bestaande knoppen met alleen pictogrammen blijven werken.",
cr_whats_new_1_0_0,12,"A button stack carries the same three switches for all of its children, so a stack of twenty buttons need not be set twenty times. Turning one off on the stack hides it on every button; leaving it on lets each button decide.","Een knoppenstapel heeft voor al zijn kinderen dezelfde drie schakelaars, dus een stapel van twintig knoppen hoeft niet twintig keer te worden ingesteld. Als u er één op de stapel uitschakelt, wordt deze op elke knop verborgen; als je hem aan laat staan, bepaalt elke knop.",
cr_whats_new_1_0_0,13,"Fixed the button stack settings dialog stopping about two thirds of the way down with empty space below it, leaving the rest unreachable on a tall phone or a tablet.","Probleem opgelost dat het dialoogvenster voor de instellingen van de knoppenstapel ongeveer tweederde van de onderkant stopte met lege ruimte eronder, waardoor de rest onbereikbaar bleef op een grote telefoon of tablet.",
cr_whats_new_1_0_0,14,"Navigation bar, media players and popups moved from Settings › Appearance to Settings › Dashboard, below the dashboards themselves. They are parts of what the dashboard is made of rather than how it is styled.","Navigatiebalk, mediaspelers en pop-ups verplaatst van Instellingen › Weergave naar Instellingen › Dashboard, onder de dashboards zelf. Ze maken deel uit van waar het dashboard van is gemaakt en niet van hoe het is vormgegeven.",
cr_whats_new_1_0_0,15,"Settings › Connection ends with the connection log, and Restart Home Assistant now sits below it rather than above — it is the most disruptive thing on the screen and the least often wanted.","Instellingen › De verbinding eindigt met het verbindingslogboek, en Home Assistant opnieuw opstarten bevindt zich er nu onder in plaats van erboven. Dit is het meest storende op het scherm en het minst gewenste.",don't translate Home Assistant
cr_whats_new_1_0_0,16,"The Events tab gives an admin a button straight to Settings › Family Sharing › Events when nothing is being tracked yet, instead of only naming where to go.","Het tabblad Gebeurtenissen geeft een beheerder een knop rechtstreeks naar Instellingen ›Delen met gezin › Gebeurtenissen wanneer er nog niets wordt bijgehouden, in plaats van alleen maar te benoemen waar hij heen moet.",
cr_whats_new_1_0_0,17,"Entity and domain pickers list what is already selected first, so undoing a choice does not mean hunting for it alphabetically. The order is fixed when the picker opens, so ticking something does not make it jump away from your finger.","Entiteits- en domeinkiezers vermelden eerst wat al geselecteerd is, dus het ongedaan maken van een keuze betekent niet dat je er alfabetisch naar moet zoeken. De volgorde staat vast als de picker opengaat, dus als je iets aanvinkt, springt het niet van je vinger weg.",
cr_whats_new_1_0_0,18,"A button stack's heading now has explicit Show name and Show icon switches, plus an option to centre them. Clearing the text field used to be the only way to get a stack with no heading, which hid that it was possible and meant losing the name to hide it.","De kop van een knoppenstapel heeft nu expliciete schakelaars voor Naam tonen en Pictogram tonen, plus een optie om ze te centreren. Het leegmaken van het tekstveld was vroeger de enige manier om een stapel zonder kop te krijgen, wat verhulde dat het mogelijk was en betekende dat de naam verloren ging om het te verbergen.",
cr_whats_new_beta_18,1,"An admin can now change who a published family dashboard is shared with, instead of only being able to choose at the moment of publishing. Settings › Family Sharing › Dashboards lists who each published dashboard reaches, with a Manage access button to add or remove people. Until now the only way to take a dashboard away from one person was to delete it for everybody.*","Een beheerder kan nu wijzigen met wie een gepubliceerd familiedashboard wordt gedeeld, in plaats van alleen te kunnen kiezen op het moment van publicatie. Instellingen › Delen met gezin › Dashboards geeft een overzicht van wie elk gepubliceerd dashboard bereikt, met een knop Toegang beheren om mensen toe te voegen of te verwijderen. Tot nu toe was de enige manier om een dashboard van één persoon weg te nemen, het voor iedereen te verwijderen.*",
cr_whats_new_beta_18,2,"Losing access to a family dashboard now clears what was layered on top of it. The dashboard itself was already removed, but the rooms, widgets, pages, nav bar, header pill and theme it left behind on the device stayed — so the next dashboard an admin shared arrived on top of the previous one's leftovers and looked like it had failed to import in full. Everything that belonged to the revoked dashboard is now removed with it. Home Assistant connections, profiles and notification settings are untouched: losing a dashboard is not being signed out.*","Als u de toegang tot een gezinsdashboard verliest, wordt nu gewist wat er bovenop lag. Het dashboard zelf was al verwijderd, maar de kamers, widgets, pagina's, navigatiebalk, headerpil en thema die het op het apparaat had achtergelaten, bleven bestaan - dus het volgende dashboard dat een beheerder deelde kwam bovenop de restjes van het vorige en zag eruit alsof het niet volledig kon worden geïmporteerd. Alles wat bij het ingetrokken dashboard hoorde, wordt er nu mee verwijderd. Home Assistant-verbindingen, profielen en notificatie-instellingen blijven onaangetast: het verliezen van een dashboard betekent niet uitloggen.*",don't translate Home Assistant
cr_whats_new_beta_18,3,"New Devices tab under Settings › Family Sharing, showing which HKI version each family device is running and flagging the ones older than yours, with the Home Assistant account, device name, Android version and when it last reported. Each install records this through the HKI 7 Cloud component over the connection the app already uses, so every signed-in device is covered — including one with Location and Notifications both switched off — and nothing is added to Home Assistant's entity list. A device can only ever report itself. An admin can forget a phone that has been replaced; one still in use reappears the next time its app opens. Requires HKI 7 Cloud 0.7.0.*","Nieuw tabblad Apparaten onder Instellingen ›Delen met gezin, waarop wordt weergegeven welke HKI-versie elk gezinsapparaat gebruikt en apparaten die ouder zijn dan het uwe worden gemarkeerd, met het Home Assistant-account, de apparaatnaam, de Android-versie en wanneer deze voor het laatst is gerapporteerd. Elke installatie registreert dit via de HKI 7 Cloud-component via de verbinding die de app al gebruikt, dus elk ingelogd apparaat is gedekt – inclusief een apparaat waarop Locatie en Meldingen beide zijn uitgeschakeld – en er wordt niets toegevoegd aan de entiteitenlijst van Home Assistant. Een apparaat kan alleen zichzelf rapporteren. Een beheerder kan een vervangende telefoon vergeten; een die nog in gebruik is, verschijnt opnieuw de volgende keer dat de app wordt geopend. Vereist HKI 7 Cloud 0.7.0.*","don't translate HKI 7 Cloud, Home Assistant"
cr_whats_new_beta_18,4,"An admin can now require the family to update. ""Require everyone to be on this version"" in the Devices tab sets a household minimum; anyone below it gets a full-screen prompt on their next launch instead of the dashboard, with Google Play's in-app update doing the install. There is also a per-device ""Ask to update"" for when one phone is behind rather than everyone, which clears itself once that device updates. No app can install a newer version of itself, so Play does the actual work — which also means the prompt can only insist when Play genuinely has the update ready. When it does not, the prompt explains why and lets you past for that session, rather than locking someone out of their own locks and alarms over an update they cannot get. You can only require a version some family device already runs. Requires HKI 7 Cloud 0.8.0.*","Een beheerder kan nu eisen dat de familie updatet. Met ""Vereisen dat iedereen deze versie gebruikt"" op het tabblad Apparaten wordt een huishoudelijk minimum ingesteld; iedereen daaronder krijgt een prompt op volledig scherm bij de volgende lancering in plaats van op het dashboard, waarbij de in-app-update van Google Play de installatie uitvoert. Er is ook een ""Vraag om update"" per apparaat voor wanneer één telefoon achterloopt in plaats van iedereen, die zichzelf opruimt zodra dat apparaat wordt bijgewerkt. Geen enkele app kan een nieuwere versie van zichzelf installeren, dus Play doet het eigenlijke werk – wat ook betekent dat de prompt alleen kan aandringen als Play de update echt klaar heeft. Als dit niet het geval is, legt de prompt uit waarom en kunt u langskomen voor die sessie, in plaats van iemand uit zijn eigen vergrendelingen en alarmen te sluiten vanwege een update die hij niet kan krijgen. U kunt alleen een versie vereisen die op een gezinsapparaat al wordt uitgevoerd. Vereist HKI 7 Cloud 0.8.0.*",don't translate HKI 7 Cloud
cr_whats_new_beta_18,5,"Each Family Sharing tab now says for itself when it needs a newer HKI 7 Cloud than the one installed, instead of that only appearing in the summary at the top of the screen. Parental controls, Permissions, Presence and Devices each carry the version they need, so it is clear before you configure a tab whose settings the installed component cannot store yet.","Elk Family Sharing-tabblad zegt nu voor zichzelf wanneer het een nieuwere HKI 7 Cloud nodig heeft dan degene die is geïnstalleerd, in plaats van dat dit alleen in het overzicht bovenaan het scherm verschijnt. Ouderlijk toezicht, Machtigingen, Aanwezigheid en Apparaten hebben elk de versie die ze nodig hebben, dus voordat u een tabblad configureert, is het duidelijk waarvan de instellingen de geïnstalleerde component nog niet kan opslaan.",don't translate HKI 7 Cloud
cr_whats_new_beta_17,1,"Fixed a crash that could take the whole app down during the very first connection attempt after opening it, which read as ""the app won't even open"". The setup that runs on every launch had no error handling of its own, so a failure there — usually an expired session being refreshed on a flaky network — escaped as an unhandled error instead of surfacing as a connection error you could retry. As a backstop, an unexpected error on a background task can no longer terminate the app at all.","Een crash verholpen waardoor de hele app kon worden uitgeschakeld tijdens de allereerste verbindingspoging na het openen ervan, die luidde als ""de app wil niet eens openen"". De installatie die bij elke start wordt uitgevoerd, had zelf geen foutafhandeling, dus een fout daar (meestal een verlopen sessie die wordt vernieuwd op een wankel netwerk) ontsnapte als een onverwerkte fout in plaats van naar boven te komen als een verbindingsfout die je opnieuw kon proberen. Als backstop kan een onverwachte fout in een achtergrondtaak de app helemaal niet meer beëindigen.",
cr_whats_new_beta_17,2,"The dashboard no longer rebuilds itself every time Home Assistant reports a state change. The home screen tracked the complete entity list, so a single motion sensor tripping or a power meter ticking — several times a second on a busy install — invalidated the whole screen and every widget on it, even when nothing visible had changed. It now watches only what it actually draws.","Het dashboard wordt niet langer automatisch opnieuw opgebouwd telkens wanneer Home Assistant een statuswijziging rapporteert. Het startscherm volgde de volledige entiteitenlijst, dus een enkele bewegingssensor die uitschakelde of een vermogensmeter die tikte (meerdere keren per seconde bij een drukke installatie) maakte het hele scherm en elke widget erop ongeldig, zelfs als er niets zichtbaars was veranderd. Hij kijkt nu alleen naar wat hij daadwerkelijk tekent.",don't translate Home Assistant
cr_whats_new_beta_17,3,"Entity icon animations no longer redo layout work on every frame they animate. The spin, pulse and glow effects re-ran the surrounding widget's composition on each animation frame instead of just redrawing the icon, so any dashboard with an active light, an open door or a recording camera paid that cost continuously. The animations look exactly the same.","Entiteitspictogramanimaties hoeven het lay-outwerk niet langer opnieuw uit te voeren op elk frame dat ze animeren. De draai-, puls- en gloei-effecten hebben de compositie van de omliggende widget op elk animatieframe opnieuw uitgevoerd in plaats van alleen het pictogram opnieuw te tekenen, zodat elk dashboard met actief licht, een open deur of een opnamecamera die kosten voortdurend betaalde. De animaties zien er precies hetzelfde uit.",
cr_whats_new_beta_17,4,"Fixed the app becoming unresponsive — and eventually killed by Android — when opening the history of a busy entity, such as a motion sensor that logs thousands of state changes a day. Matching each history entry to its actor re-scanned and re-parsed the entire logbook's timestamps from scratch for every single entry, work that scaled with history size squared; a quiet entity never noticed, but a busy one could peg the CPU for ten seconds straight. The logbook is now parsed once instead of once per entry, and the whole fetch runs off the main thread.","Probleem opgelost dat de app niet meer reageerde (en uiteindelijk werd gedood door Android) bij het openen van de geschiedenis van een drukke entiteit, zoals een bewegingssensor die duizenden statusveranderingen per dag registreert. Door elke geschiedenisvermelding aan de actor te koppelen, werden de tijdstempels van het hele logboek voor elke afzonderlijke vermelding opnieuw gescand en ontleed, werk dat schaalde met de geschiedenisgrootte in het kwadraat; een stille entiteit heeft het nooit opgemerkt, maar een drukke entiteit kan de CPU tien seconden achter elkaar vastzetten. Het logboek wordt nu één keer geparseerd in plaats van één keer per invoer, en de hele ophaalactie loopt buiten de hoofdthread.",
cr_whats_new_beta_17,5,"Hardened how the app reads attributes Home Assistant sends for an entity: a value present but shaped unexpectedly (an object or array where a plain number or piece of text was expected) used to throw and crash whatever screen read it, instead of just being treated as missing.","Verhard hoe de app attributen leest die Home Assistant naar een entiteit stuurt: een aanwezige maar onverwacht gevormde waarde (een object of array waar een gewoon getal of stuk tekst werd verwacht) die werd gebruikt om welk scherm dan ook te laten crashen, in plaats van alleen maar als ontbrekend te worden behandeld.",don't translate Home Assistant
