key,item,english,translation,notes
cr_whats_new_beta_14,5,"New Find my devices widget: a map of your phones, watches, tags and trackers. Add any device_tracker or person entity; the ones reporting GPS appear as pins on the map, the rest are still listed with their state. Tick as many as you like to show them together, or leave nothing ticked to see everything. Three filters narrow the list: All, Devices, and People. The card follows the same design as the other widgets, so background image, icon, width, shape and corner radius all work as you would expect.","Neues Widget „Meine Geräte finden“: eine Karte mit Telefonen, Uhren, Tags und Trackern. Füge jede device_tracker- oder person-Entität hinzu; die mit GPS erscheinen als Pin auf der Karte, die übrigen stehen mit ihrem Status in der Liste. Hake beliebig viele an, um sie gemeinsam zu zeigen, oder hake nichts an, um alles zu sehen. Drei Filter grenzen die Liste ein: Alle, Geräte und Personen. Die Karte folgt dem Design der übrigen Widgets, also funktionieren Hintergrundbild, Symbol, Breite, Form und Eckenradius wie gewohnt.",
cr_whats_new_beta_14,6,"The maps in the app no longer look like a printed atlas. HKI now uses the same muted CARTO basemap that Home Assistant's own map card uses, instead of the standard OpenStreetMap rendering, which was designed as a mapper's reference render rather than a background for an app. It also has a proper dark variant, so the map finally follows your theme instead of glowing white inside a dark dialog.","Die Karten in der App sehen nicht länger nach gedrucktem Atlas aus. HKI nutzt jetzt dieselbe zurückhaltende CARTO-Basiskarte wie die Kartenkarte von Home Assistant, statt des Standard-OpenStreetMap-Renderings, das als Referenz für Kartografen gedacht ist und nicht als Hintergrund einer App. Es gibt zudem eine echte dunkle Variante, sodass die Karte endlich dem Theme folgt, statt in einem dunklen Dialog weiß zu leuchten.",don't translate Home Assistant
cr_whats_new_beta_14,7,"Fixed room following doing nothing at all once Ask before switching rooms was turned off. That switch was being treated as a master off-switch for the whole feature, so with prompting disabled the app neither asked nor moved. It now does what it says: with prompting on you get the prompt, with it off the room simply opens. Don't ask again until I restart still stops both, since trading a prompt for a surprise jump would be worse.","Behoben, dass das Folgen zwischen Räumen gar nichts mehr tat, sobald „Vor dem Raumwechsel fragen“ aus war. Dieser Schalter wurde wie ein Hauptschalter für die ganze Funktion behandelt, also wurde ohne Nachfrage weder gefragt noch gewechselt. Jetzt tut er, was er sagt: mit Nachfrage kommt die Nachfrage, ohne sie öffnet sich der Raum einfach. „Nicht mehr fragen bis zum Neustart“ stoppt weiterhin beides, denn ein überraschender Sprung statt einer Frage wäre schlimmer.",
cr_whats_new_beta_14,8,"Fixed the waste widget's settings dialog being cut off around two thirds of the way down while empty space sat below it. The dialog reserves a tall card but its contents were capped at a fixed height, so the scroll area stopped short of the space available. Both the settings dialog and the waste dialog itself now use the full height.","Behoben, dass der Einstellungsdialog des Müll-Widgets nach etwa zwei Dritteln abgeschnitten war, während darunter leerer Platz blieb. Der Dialog reserviert eine hohe Karte, sein Inhalt war aber auf eine feste Höhe begrenzt, sodass der Scrollbereich den vorhandenen Platz nicht nutzte. Einstellungsdialog und Müll-Dialog nutzen jetzt die volle Höhe.",
cr_whats_new_beta_14,9,"The waste dialog's calendar can now look 7, 14 or 28 days ahead, and is drawn as a week grid like the calendar widget rather than a flat list: weekday columns, one row per week, and a coloured dot per collection in its fraction's colour. Tap a day to see what is collected then; it opens on the next day with a collection.","Der Kalender im Müll-Dialog kann jetzt 7, 14 oder 28 Tage vorausschauen und wird als Wochenraster wie im Kalender-Widget gezeichnet statt als flache Liste: Spalten je Wochentag, eine Zeile je Woche und ein farbiger Punkt je Abholung in der Farbe ihrer Fraktion. Tippe einen Tag an, um zu sehen, was dann abgeholt wird; er öffnet auf dem nächsten Tag mit einer Abholung.",
cr_whats_new_beta_14,10,"Parcel dialogs now say Today or Tomorrow instead of naming the weekday. The whole question a delivery date answers is how soon, and “Wednesday” on a Wednesday made you work that out yourself.","Paket-Dialoge sagen jetzt Heute oder Morgen statt den Wochentag zu nennen. Ein Lieferdatum beantwortet die Frage „wie bald“, und „Mittwoch“ an einem Mittwoch ließ dich das selbst ausrechnen.",
cr_whats_new_beta_14,11,"The +2 bubble in the header, shown when there are more people than fit, now opens. Tapping it lists everyone with their name and state, and picking someone opens their detail dialog as usual. Previously those people were simply unreachable on a narrow header.","Die „+2“-Blase im Header, die erscheint, wenn mehr Personen da sind als passen, reagiert jetzt. Ein Tippen listet alle mit Namen und Status auf; eine Person auszuwählen öffnet wie gewohnt ihren Detaildialog. Zuvor waren diese Personen bei schmalem Header schlicht nicht erreichbar.",
cr_whats_new_beta_14,12,"Fixed the map in the person dialog overflowing the dialog on a tablet or unfolded foldable. The map was drawn as a square as wide as the dialog, so on a 620dp-wide card it became 620dp tall and pushed the address off the bottom. It now takes the height left over instead.","Behoben, dass die Karte im Personendialog auf Tablets und aufgeklappten Foldables über den Dialog hinauslief. Die Karte wurde als Quadrat in Dialogbreite gezeichnet, wurde also auf einer 620dp breiten Karte 620dp hoch und schob die Adresse hinaus. Sie nutzt jetzt die verbleibende Höhe.",
cr_whats_new_beta_14,13,"Fixed notifications going undelivered while Home Assistant reported the device as not connected to local push notifications, even with the app open. The app stood aside for its background connection whenever the settings said that connection should be running — but when Android refused to start it, such as after a reboot, nothing was listening at all. The app now checks whether that connection is really running rather than whether it is meant to be, takes over when it is not, and hands the channel back the moment it does come up.","Behoben, dass Benachrichtigungen nicht ankamen, während Home Assistant das Gerät als nicht mit lokalen Push-Benachrichtigungen verbunden meldete — selbst bei geöffneter App. Die App trat für ihre Hintergrundverbindung zurück, sobald die Einstellungen sagten, dass diese laufen soll — wenn Android sie aber nicht starten ließ, etwa nach einem Neustart, hörte niemand zu. Die App prüft jetzt, ob diese Verbindung tatsächlich läuft, statt ob sie laufen soll, übernimmt andernfalls selbst und gibt den Kanal zurück, sobald die Verbindung da ist.",don't translate Home Assistant
cr_whats_new_beta_14,14,"Fixed room-following settings not taking effect on the device you changed them from. Turning following off, or changing how long a room must hold before it counts as a move, was written to the companion component but not to the device's own cached copy — so it kept following, and kept using the old dwell time, until the app was next started. Changes now apply immediately. The dwell slider also no longer offers zero seconds, which made the very first sensor reading count as a move.","Behoben, dass Einstellungen für das Raumfolgen auf dem Gerät, an dem sie geändert wurden, wirkungslos blieben. Das Folgen abzuschalten oder die Verweildauer zu ändern wurde in die Companion-Komponente geschrieben, aber nicht in die eigene zwischengespeicherte Kopie des Geräts — es folgte also weiter und benutzte weiter die alte Dauer, bis die App neu gestartet wurde. Änderungen gelten jetzt sofort. Der Regler bietet zudem keine null Sekunden mehr an, wodurch schon die allererste Sensormeldung als Wechsel zählte.",
cr_whats_new_beta_14,15,"The Formula 1 card now says one thing: the next grand prix and when it is — “Today 15:00” on the day, otherwise the date and time, in your own timezone. Track status is gone from it, because outside a session that read “Not running”, which is not what anyone glances at the card for. The status sits in the same dark pill the camera, vacuum and waste cards use, so it lines up with the rest of your dashboard again. The circuit outline stays as a faint watermark and the host country flag in the corner. The widget also no longer asks which F1 instance to use — it reads everything the integration publishes, so the dialog always has the full picture.","Die Formel-1-Karte sagt jetzt eine Sache: den nächsten Grand Prix und wann er ist — „Heute 15:00“ am Tag selbst, sonst Datum und Uhrzeit, in deiner eigenen Zeitzone. Der Streckenstatus ist verschwunden, denn außerhalb einer Session stand dort „Läuft nicht“, und dafür schaut niemand auf die Karte. Der Status sitzt in derselben dunklen Pille wie bei Kamera-, Sauger- und Müllkarten, passt also wieder zum Rest des Dashboards. Der Streckenumriss bleibt als blasses Wasserzeichen, die Flagge des Gastlands in der Ecke. Das Widget fragt auch nicht mehr, welche F1-Instanz es nehmen soll — es liest alles, was die Integration veröffentlicht, damit der Dialog immer das ganze Bild hat.",
cr_whats_new_beta_14,16,"The To-Do List dialog's undo/redo and Close buttons moved from the title row to the bottom action bar, matching every other dialog in the app.",Die Schaltflächen „Rückgängig/Wiederherstellen“ und „Schließen“ des Dialogfelds „Aufgabenliste“ wurden von der Titelzeile in die untere Aktionsleiste verschoben und entsprechen nun allen anderen Dialogfeldern in der App.,
cr_whats_new_beta_14,17,* HKI 7 Cloud Component integration required.,* HKI 7 Cloud Component-Integration erforderlich.,don't translate HKI 7 Cloud
cr_whats_new_beta_13,1,"HKI can now follow you from room to room. Point it at a room-presence sensor such as ESPresense and it opens the room you are in when the app starts, then offers to switch views when you move somewhere else. Rooms also gain a purple counter showing how many people are in them, beside the motion and presence counters. An admin sets this up for the whole family under Settings › Family Sharing › Presence: pick each person's sensor and how long a new room must hold before it counts as a move. Sensor rooms named after your Home Assistant areas are matched automatically.*","HKI kann dir jetzt von Raum zu Raum folgen. Richte es auf einen Raumsensor wie ESPresense: Beim Start öffnet die App den Raum, in dem du bist, und bietet beim Wechseln an, die Ansicht mitzunehmen. Räume erhalten außerdem einen lila Zähler für die Anzahl der anwesenden Personen, neben den Zählern für Bewegung und Anwesenheit. Ein Administrator richtet das für die ganze Familie unter Einstellungen › Familienfreigabe › Anwesenheit ein: Sensor pro Person und Wartezeit, bis ein neuer Raum als Wechsel zählt. Sensorräume, die wie deine Home-Assistant-Bereiche heißen, werden automatisch zugeordnet.*",don't translate Home Assistant
cr_whats_new_beta_13,2,"Notifications from Home Assistant can now carry action buttons. Add actions to a notify.mobile_app_… message and each one appears on the notification; tapping it sends the action back to Home Assistant, where an automation can respond. The buttons also appear on the in-app banner and in the notification drawer, because HKI hides system notifications while it is open. A URI action opens its link, a REPLY action takes a typed answer, and an action tapped while offline is delivered once the connection returns. Each notification can be actioned once.","Benachrichtigungen von Home Assistant können jetzt Aktionsschaltflächen enthalten. Werden einer notify.mobile_app_…-Nachricht actions hinzugefügt, erscheint jede davon auf der Benachrichtigung; ein Tippen sendet die Aktion an Home Assistant zurück, wo eine Automatisierung darauf reagieren kann. Die Schaltflächen erscheinen auch im Banner in der App und in der Benachrichtigungsliste, da HKI Systembenachrichtigungen ausblendet, solange die App geöffnet ist. Eine URI-Aktion öffnet ihren Link, eine REPLY-Aktion nimmt eine getippte Antwort entgegen, und eine offline getippte Aktion wird zugestellt, sobald die Verbindung zurück ist. Jede Benachrichtigung kann einmal ausgeführt werden.",don't translate Home Assistant
cr_whats_new_beta_13,3,"New Action button: a button that needs no entity at all. Give it a name, an icon, and whatever tap, hold, or double-tap action you like — navigate to a view or room, call a Home Assistant action, open a URL or a custom popup. Add one from the widget picker, from a button stack, or as an action badge in the badge area beside the header.","Neu: Aktionsschaltfläche — eine Schaltfläche ganz ohne Entität. Gib ihr Name, Symbol und eine beliebige Aktion für Tippen, Halten oder Doppeltippen: zu einer Ansicht oder einem Raum navigieren, eine Home-Assistant-Aktion aufrufen, eine URL oder ein eigenes Pop-up öffnen. Hinzufügen über die Widget-Auswahl, aus einem Schaltflächenstapel oder als Aktions-Badge im Badge-Bereich neben der Kopfzeile.",don't translate Home Assistant
cr_whats_new_beta_13,4,"Icon-only buttons can now be sized. Auto shrinks the icon as a stack gains columns, which is what makes icon-only usable in the four-, five-, and six-column custom popups where a fixed-size icon used to overflow the button. A button can also be given its own size.","Nur-Symbol-Schaltflächen lassen sich jetzt in der Größe einstellen. Automatisch verkleinert das Symbol, wenn der Stapel mehr Spalten hat — das macht Nur-Symbol in vier-, fünf- und sechsspaltigen Pop-ups nutzbar, wo ein fest großes Symbol vorher überlief. Eine Schaltfläche kann auch eine eigene Größe bekommen.",
cr_whats_new_beta_13,5,"Button stacks can push their appearance onto every button they hold: one Icon only for every button switch instead of the same switch on twenty buttons, plus an icon size they all inherit. A single button can still override the size.","Schaltflächenstapel können ihr Aussehen an alle enthaltenen Schaltflächen weitergeben: ein Schalter „Nur Symbol für alle Schaltflächen“ statt desselben Schalters auf zwanzig Schaltflächen, plus eine Symbolgröße, die alle erben. Eine einzelne Schaltfläche kann die Größe weiterhin überschreiben.",
cr_whats_new_beta_13,6,"The quick start guide can be browsed by hand. Swipe the gesture preview, tap a dot, or tap any tip to jump to it. It still plays on its own until you take over.","Die Kurzanleitung lässt sich jetzt selbst durchblättern. Wische über die Gestenvorschau, tippe auf einen Punkt oder auf einen Tipp, um dorthin zu springen. Sie läuft weiterhin von selbst, bis du übernimmst.",
cr_whats_new_beta_13,7,"Fixed the waste widget showing the wrong icon and colour for every collection type outside Dutch: the type was matched against the translated label, so PMD shown as Packaging fell through to a generic grey-blue bin. PMD is orange with a recycling symbol again.","Behoben, dass das Abfall-Widget außerhalb des Niederländischen für jede Abfallart das falsche Symbol und die falsche Farbe zeigte: die Art wurde mit der übersetzten Bezeichnung abgeglichen, sodass PMD als „Verpackung“ in einer allgemeinen graublauen Tonne landete. PMD ist wieder orange mit Recycling-Symbol.",
cr_whats_new_beta_13,8,"Fixed the room-following prompt appearing after Ask before switching rooms was turned off, and for the room already on screen. It now also offers Don't ask again until I restart the app, and the wait time can be set whether or not prompting is on.","Behoben, dass die Raumwechsel-Abfrage auch nach dem Ausschalten von „Vor dem Raumwechsel fragen“ erschien und auch für den bereits geöffneten Raum. Sie bietet jetzt außerdem „Bis zum nächsten Start der App nicht mehr fragen“, und die Wartezeit lässt sich unabhängig davon einstellen.",
cr_whats_new_beta_13,9,"Flows can express Any of these and nested logic, not just a flat list of ANDs. A group opens into its own list with a breadcrumb, and groups can hold groups, so motion detected AND (after sunset OR guest mode on) is buildable. It is the same structure Home Assistant's own editor writes, so a flow made in HA that used OR is no longer an untouchable advanced block.","Abläufe beherrschen jetzt „Eines davon“ und verschachtelte Logik statt nur einer flachen UND-Liste. Eine Gruppe öffnet sich in einer eigenen Liste mit Pfadanzeige, und Gruppen können Gruppen enthalten — „Bewegung erkannt UND (nach Sonnenuntergang ODER Gästemodus an)“ ist damit baubar. Es ist dieselbe Struktur, die der Automatisierungseditor von Home Assistant schreibt: ein in HA erstellter Ablauf mit ODER ist kein unantastbarer Erweiterungsblock mehr.",don't translate Home Assistant
cr_whats_new_beta_13,10,"Thermostat dials on the Climate view no longer squeeze six across a landscape foldable. Dials hold at four per row until the window is genuinely desktop-wide, so each keeps enough width to read.","Thermostat-Regler in der Klimaansicht quetschen sich nicht mehr zu sechst über ein aufgeklapptes Foldable im Querformat. Regler bleiben bei vier pro Reihe, bis das Fenster wirklich sehr breit ist, damit jeder lesbar bleibt.",
cr_whats_new_beta_13,11,"The Waiting for notifications message now has a Hide this notification button that jumps straight to its Android channel settings, where switching the channel off hides it for good while the connection keeps working. Android will not let a background connection run without a visible notification, so this is as far as muting can go. It also switches itself on when you have more than one Home Assistant server.","Die Meldung „Warte auf Benachrichtigungen“ hat jetzt die Schaltfläche „Diese Benachrichtigung ausblenden“, die direkt zu den Android-Kanaleinstellungen führt. Dort ausgeschaltet, verschwindet sie dauerhaft, während die Verbindung weiterläuft. Android lässt keine Hintergrundverbindung ohne sichtbare Benachrichtigung zu, mehr Stummschaltung ist nicht möglich. Sie schaltet sich außerdem selbst ein, wenn du mehr als einen Home-Assistant-Server hast.",don't translate Home Assistant
cr_whats_new_beta_13,12,"The vacuum widget can now draw a Valetudo map itself. Choose Valetudo map as the button image and point it at your robot's map camera: HKI reads the map data Valetudo hides inside that camera's PNG and draws the floor, walls, rooms, the robot, its dock and the path it has taken. No add-on, custom component or extra Home Assistant integration is involved, and the map refreshes on its own while the robot is cleaning.","Das Staubsauger-Widget kann eine Valetudo-Karte jetzt selbst zeichnen. Wähle Valetudo-Karte als Tastenbild und verweise auf die Kartenkamera deines Roboters: HKI liest die Kartendaten, die Valetudo im PNG dieser Kamera versteckt, und zeichnet Boden, Wände, Räume, den Roboter, seine Station und den gefahrenen Weg. Dafür braucht es kein Add-on, keine Custom Component und keine zusätzliche Home-Assistant-Integration, und die Karte aktualisiert sich während der Reinigung von selbst.","don't translate Home Assistant, Valetudo"
cr_whats_new_beta_13,13,"Tap a room on the Valetudo map to send the robot to clean it. Rooms use the names you gave them in Valetudo. Cleaning a single room goes through Home Assistant's clean_area action, so first map the robot's segments to your areas in Home Assistant — until you do, the map says so instead of leaving the tap doing nothing.","Tippe auf der Valetudo-Karte auf einen Raum, um ihn reinigen zu lassen. Die Räume tragen die Namen, die du ihnen in Valetudo gegeben hast. Einen einzelnen Raum zu reinigen läuft über die clean_area-Aktion von Home Assistant — ordne die Segmente des Roboters also zuerst deinen Bereichen zu; bis dahin sagt die Karte das, statt den Tipp ins Leere laufen zu lassen.","don't translate Home Assistant, Valetudo"
cr_whats_new_beta_13,14,"The vacuum settings now warn that plain Map camera on a Valetudo map entity shows a blank tile. Valetudo deliberately does not render the map on the robot, so its PNG is only a container for the data — Valetudo map is the mode that shows something.","Die Staubsauger-Einstellungen weisen jetzt darauf hin, dass Kartenkamera bei einer Valetudo-Kartenentität eine leere Kachel zeigt. Valetudo rendert die Karte absichtlich nicht auf dem Roboter, das PNG ist nur ein Behälter für die Daten — Valetudo-Karte ist der Modus, der tatsächlich etwas anzeigt.",don't translate Valetudo
cr_whats_new_beta_13,15,"The vacuum dialog now shows a Valetudo map whenever the map camera you picked actually carries one, whatever the button image is set to — the button image only decides how the tile on the dashboard looks. Cameras that turn out not to be Valetudo maps still show their picture, and HKI stops re-checking once it knows.","Der Staubsauger-Dialog zeigt jetzt eine Valetudo-Karte, sobald die gewählte Kartenkamera tatsächlich eine enthält — unabhängig vom Tastenbild, das nur das Aussehen der Kachel auf dem Dashboard bestimmt. Kameras, die keine Valetudo-Karte liefern, zeigen weiterhin ihr Bild, und HKI prüft das danach nicht erneut.",don't translate Valetudo
cr_whats_new_beta_13,16,"The robot image now spins while the vacuum is cleaning or returning to its dock, using the same icon animation settings as the rest of the app. A button's own animation setting still overrides it, and Off keeps it still.","Das Roboterbild dreht sich jetzt, während der Sauger reinigt oder zur Station zurückfährt — mit denselben Symbolanimations-Einstellungen wie der Rest der App. Die eigene Animationseinstellung einer Taste hat weiterhin Vorrang, und Aus hält es still.",
cr_whats_new_beta_13,17,* HKI 7 Cloud Component integration required.,* HKI-7-Cloud-Component-Integration erforderlich.,don't translate HKI 7 Cloud
cr_whats_new_beta_12,1,"Button widgets and button stacks can now hold an empty, fully transparent button. It takes up a grid cell without drawing anything, so the buttons around it line up exactly where you want them.","Schaltflächen-Widgets und -Stapel können jetzt eine leere, vollständig transparente Schaltfläche enthalten. Sie belegt eine Rasterzelle, ohne etwas zu zeichnen, sodass die umliegenden Schaltflächen genau dort sitzen, wo sie sollen.",
cr_whats_new_beta_12,2,Buttons can show just their icon. The new Icon only switch under a button's Appearance settings drops the name and state and centers a larger icon on the button.,Schaltflächen können nur ihr Symbol zeigen. Der neue Schalter „Nur Symbol“ in den Darstellungseinstellungen einer Schaltfläche blendet Name und Status aus und zentriert ein größeres Symbol.,
cr_whats_new_beta_12,3,"New Custom popup action for buttons, badges, and dialog buttons. Point any tap, hold, or double tap at a popup you build yourself: it opens with the usual dialog title, status, history, and close controls, and you fill it with any widget the app offers. Popups are listed under Settings › Appearance › Popups, where Edit contents opens one ready to arrange. Popups are shared, so several buttons can open the same one, and stacks inside a popup can use up to six columns instead of three. While a popup is being arranged, a Done button sits beside Add widget to leave edit mode without closing it.","Neue Aktion „Eigenes Pop-up“ für Schaltflächen, Badges und Dialogschaltflächen. Verknüpfe Tippen, Halten oder Doppeltippen mit einem selbst gebauten Pop-up: Es öffnet sich mit Titel, Status, Verlauf und Schließen wie gewohnt und lässt sich mit jedem Widget der App füllen. Pop-ups stehen unter Einstellungen › Darstellung › Pop-ups, wo „Inhalt bearbeiten“ eines direkt zum Anordnen öffnet. Pop-ups werden geteilt, mehrere Schaltflächen können also dasselbe öffnen, und Stapel in einem Pop-up dürfen statt drei bis zu sechs Spalten nutzen. Beim Anordnen eines Pop-ups steht neben „Widget hinzufügen“ eine Schaltfläche „Fertig“, um den Bearbeitungsmodus zu verlassen, ohne es zu schließen.",
cr_whats_new_beta_12,4,"Fixed the Energy detail views (Solar, Electricity, Gas, Water, City heating, Battery) drawing their cards flush against each other with their headings missing. Production, Forecast, Inverters and the rest were hidden behind the card below them; the cards now keep their headings and the usual spacing.","Behoben, dass die Energie-Detailansichten (Solar, Strom, Gas, Wasser, Fernwärme, Batterie) ihre Karten ohne Überschriften direkt aneinander zeichneten. „Produktion“, „Prognose“, „Wechselrichter“ und die übrigen lagen hinter der Karte darunter; die Karten behalten jetzt ihre Überschriften und den gewohnten Abstand.",
cr_whats_new_beta_12,5,"Fixed Parental Controls refusing to save. An out-of-date HKI 7 Cloud component rejects the Visible and Invisible lists, which used to fail the whole policy; the permissions now save regardless and the message says the component needs updating. Those lists only filter entity lists such as global search — a button on a family dashboard stays visible unless it is hidden for that person explicitly.*","Behoben, dass die Kindersicherung nicht mehr speicherte. Eine veraltete HKI-7-Cloud-Component lehnt die Listen „Sichtbar“ und „Unsichtbar“ ab, was zuvor die gesamte Richtlinie scheitern ließ; die Berechtigungen werden jetzt trotzdem gespeichert und die Meldung weist auf das nötige Component-Update hin. Diese Listen filtern nur Entitätslisten wie die globale Suche — eine Schaltfläche auf einem Familien-Dashboard bleibt sichtbar, solange sie für diese Person nicht ausdrücklich ausgeblendet wurde.*",don't translate HKI 7 Cloud
cr_whats_new_beta_12,6,* HKI 7 Cloud Component integration required.,* HKI-7-Cloud-Component-Integration erforderlich.,don't translate HKI 7 Cloud
cr_whats_new_beta_11,1,"Rooms, Climate, Security, Energy, and Battery dashboards now make better use of tablets and foldables. Large cards follow the Home and individual-room 1/2/3-column layout, while compact tiles auto-fit without becoming cramped. Climate, Security, and Energy cards use a height-aware masonry layout on wider displays, eliminating large gaps below shorter cards.","Die Dashboards für Räume, Klima, Sicherheit, Energie und Batterie nutzen Tablets und Foldables jetzt besser aus. Große Karten folgen dem Ein-, Zwei- oder Drei-Spalten-Layout von Startseite und Raumdetails, während kompakte Kacheln automatisch passen, ohne zu eng zu werden. Klima-, Sicherheits- und Energiekarten verwenden auf breiten Displays ein höhenabhängiges Masonry-Layout, sodass unter kürzeren Karten keine großen Lücken mehr entstehen.",
cr_whats_new_beta_11,2,State-colored icons on entity buttons and header/status pills now preserve their semantic hue while automatically shifting lighter or darker when they would blend into the current theme.,"Statusfarbene Symbole auf Entitätsschaltflächen und Kopf-/Statusfeldern behalten ihren erkennbaren Farbton, werden aber automatisch heller oder dunkler, wenn sie sonst mit dem aktuellen Design verschmelzen würden.",
cr_whats_new_beta_11,3,"Selecting a family dashboard during onboarding now subscribes that installation to it. Owner edits are published when Save or Done is tapped, active clients refresh immediately, and offline clients reconcile when reopened. Non-admin subscribers cannot create or duplicate dashboards unless the app is fully reset.*","Wird während der Einrichtung ein Familien-Dashboard gewählt, abonniert diese Installation es jetzt. Änderungen des Eigentümers werden bei Speichern oder Fertig veröffentlicht, aktive Clients sofort aktualisiert und Offline-Clients beim nächsten Öffnen abgeglichen. Nicht-Administratoren können bis zu einem vollständigen App-Reset keine Dashboards erstellen oder duplizieren.*",
cr_whats_new_beta_11,4,"Dashboard setup during onboarding can now restore a local, Google Drive, or Home Assistant backup. New Google Drive and Home Assistant backups use consistent, informative names containing the app version and creation date.*","Bei der Dashboard-Einrichtung kann jetzt ein lokales, Google-Drive- oder Home-Assistant-Backup wiederhergestellt werden. Neue Backups in Google Drive und Home Assistant erhalten einheitliche, aussagekräftige Namen mit App-Version und Erstellungsdatum.*","don't translate Home Assistant, Google Drive"
cr_whats_new_beta_11,5,"Calendar widgets become vertically scrollable when their height is too small for every event, and hidden Home widgets are removed from the layout instead of leaving an empty space.","Kalender-Widgets lassen sich vertikal scrollen, wenn ihre Höhe nicht für alle Termine reicht, und ausgeblendete Startseiten-Widgets werden aus dem Layout entfernt, statt leeren Platz zu belegen.",
cr_whats_new_beta_11,6,"Parcel carrier cards now show the earliest expected delivery date and time for active incoming or outgoing shipments, including integrations that expose a separate next-delivery sensor.","Karten von Paketdiensten zeigen jetzt das früheste erwartete Zustelldatum mit Uhrzeit für aktive ein- oder ausgehende Sendungen, auch bei Integrationen mit separatem Sensor für die nächste Zustellung.",
cr_whats_new_beta_11,7,"Family permissions can now independently allow dashboard switching and creation. Fully restricted subscribers see a locked Dashboard settings tab; onboarding removes its placeholder dashboard when switching is denied, and a deleted family dashboard opens a permission-aware recovery screen instead of silently creating a replacement.*","Familienberechtigungen können Dashboard-Wechsel und -Erstellung jetzt unabhängig erlauben. Vollständig eingeschränkte Abonnenten sehen einen gesperrten Dashboard-Bereich; die Einrichtung entfernt das Platzhalter-Dashboard, wenn Wechsel nicht erlaubt sind, und ein gelöschtes Familien-Dashboard öffnet eine berechtigungsgesteuerte Wiederherstellung statt still einen Ersatz zu erstellen.*",
cr_whats_new_beta_11,8,"Family permissions now also control manual re-importing. Non-admins cannot open Family Sharing settings, disabled onboarding choices explain why they are unavailable, and aesthetics-only editors see only visual controls. Their local names, icons, colors, backgrounds, styles, sizes, and layouts take priority when owner updates arrive.*","Familienberechtigungen steuern jetzt auch den manuellen Neuimport. Nicht-Administratoren können die Familienfreigabe nicht öffnen, deaktivierte Einrichtungsoptionen erklären ihre Sperre und rein visuelle Bearbeiter sehen ausschließlich Darstellungsoptionen. Ihre lokalen Namen, Symbole, Farben, Hintergründe, Stile, Größen und Layouts haben Vorrang, wenn Aktualisierungen des Eigentümers eintreffen.*",
cr_whats_new_beta_11,9,"Climate sensor/device tabs, Security groups, and every Energy detail tab now follow the same responsive one-, two-, or three-column masonry rules, including their edit and reorder layouts.","Klima-Sensor- und Gerätetabs, Sicherheitsgruppen und alle Energie-Detailtabs folgen jetzt denselben responsiven Masonry-Regeln mit einer, zwei oder drei Spalten, auch beim Bearbeiten und Sortieren.",
cr_whats_new_beta_11,10,Aesthetics-only family editors can no longer change header-pill configuration or the dashboard's people; those functional settings remain controlled by the owner.*,Familienbearbeiter mit ausschließlich visuellen Rechten können weder die Konfiguration der Kopfzeilenfelder noch die Personen des Dashboards ändern; diese funktionalen Einstellungen bleiben beim Eigentümer.*,
cr_whats_new_beta_11,11,"Parental Controls now replaces manual entity-ID entry with Visible and Invisible lists. Admins can select complete Home Assistant domains or individual entities, and global search hides restricted entities and devices. Invisible entries always take precedence.*",Die Kindersicherung ersetzt die manuelle Eingabe von Entitäts-IDs durch Listen für Sichtbar und Unsichtbar. Administratoren können ganze Home-Assistant-Domänen oder einzelne Entitäten wählen; die globale Suche blendet eingeschränkte Entitäten und Geräte aus. Unsichtbar hat immer Vorrang.*,don't translate Home Assistant
cr_whats_new_beta_11,12,"Energy setup now imports SmartGateways and DSMR Reader P1 meters even when the Home Assistant Energy dashboard has not been configured and the sensors are not attached to a device. Tariff 1 and tariff 2 readings are recognised separately, and usage charts and period totals add both tariffs together when no single grid import or export sensor is set.","Die Energie-Einrichtung importiert jetzt SmartGateways- und DSMR-Reader-P1-Zähler, auch wenn das Energie-Dashboard von Home Assistant nicht eingerichtet ist und die Sensoren keinem Gerät zugeordnet sind. Tarif 1 und Tarif 2 werden separat erkannt; Verbrauchsdiagramme und Zeitraumsummen addieren beide Tarife, wenn kein einzelner Netzbezugs- oder Einspeisesensor festgelegt ist.",don't translate Home Assistant
cr_whats_new_beta_11,13,* HKI 7 Cloud Component integration required.,* HKI-7-Cloud-Component-Integration erforderlich.,don't translate HKI 7 Cloud
cr_whats_new_beta_10,1,"Visibility rules now work across all widgets and individual items, with time, entity, person, and mixed AND/OR conditions. Admins using a family-shared dashboard can choose whether an item is Visible or Hidden for a selected user. Person conditions use HKI 7 Cloud, whose requirement is shown when it is unavailable. New rules start empty so you choose Time, Entity, or Person.","Sichtbarkeitsregeln gelten für alle Widgets und Elemente, mit Zeit-, Entitäts-, Personen- und frei gemischten UND/ODER-Bedingungen. Admins eines geteilten Familiendashboards können ein Element für einen ausgewählten Benutzer sichtbar oder ausgeblendet schalten. Personenbedingungen verwenden HKI 7 Cloud; fehlt die Integration, wird der Hinweis angezeigt. Neue Regeln starten leer: Zeit, Entität oder Person.",don't translate HKI 7 Cloud
